0, 0, Header, 1, 20, 120
1, 0, Start_track
1, 0, Title_t, "untitled"
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, -3, "major"
1, 0, Tempo, 422535
1, 0, Marker_t, "Allegro con brio"
1, 52800, Tempo, 1463415
1, 53040, Tempo, 422535
1, 75962, Tempo, 444444
1, 76080, Tempo, 454545
1, 76200, Tempo, 472441
1, 76920, Tempo, 461538
1, 77042, Tempo, 444444
1, 77760, Tempo, 472441
1, 77880, Tempo, 517241
1, 78240, Tempo, 422535
1, 199200, Tempo, 1578947
1, 199440, Tempo, 1538462
1, 199447, Tempo, 1500000
1, 199455, Tempo, 1463415
1, 199460, Tempo, 1428571
1, 199467, Tempo, 1395349
1, 199475, Tempo, 1363636
1, 199480, Tempo, 1333333
1, 199487, Tempo, 1304348
1, 199492, Tempo, 1276596
1, 199500, Tempo, 1250000
1, 199507, Tempo, 1224490
1, 199512, Tempo, 1200000
1, 199520, Tempo, 1176471
1, 199527, Tempo, 1153846
1, 199532, Tempo, 1132075
1, 199540, Tempo, 1111111
1, 199545, Tempo, 1090909
1, 199552, Tempo, 1071429
1, 199560, Tempo, 1052632
1, 199565, Tempo, 1034483
1, 199572, Tempo, 1016949
1, 199577, Tempo, 1000000
1, 199585, Tempo, 983607
1, 199592, Tempo, 967742
1, 199597, Tempo, 952381
1, 199605, Tempo, 937500
1, 199612, Tempo, 923077
1, 199617, Tempo, 909091
1, 199625, Tempo, 895522
1, 199630, Tempo, 882353
1, 199637, Tempo, 869565
1, 199645, Tempo, 857143
1, 199650, Tempo, 845070
1, 199657, Tempo, 833333
1, 199665, Tempo, 821918
1, 199670, Tempo, 810811
1, 199677, Tempo, 800000
1, 199682, Tempo, 789474
1, 199690, Tempo, 779221
1, 199697, Tempo, 769231
1, 199702, Tempo, 759494
1, 199710, Tempo, 750000
1, 199715, Tempo, 740741
1, 199722, Tempo, 731707
1, 199730, Tempo, 722892
1, 199735, Tempo, 714286
1, 199742, Tempo, 705882
1, 199750, Tempo, 697674
1, 199755, Tempo, 689655
1, 199762, Tempo, 681818
1, 199767, Tempo, 674157
1, 199775, Tempo, 666667
1, 199782, Tempo, 659341
1, 199787, Tempo, 652174
1, 199795, Tempo, 645161
1, 199800, Tempo, 638298
1, 199807, Tempo, 631579
1, 199815, Tempo, 625000
1, 199820, Tempo, 618557
1, 199827, Tempo, 612245
1, 199835, Tempo, 606061
1, 199840, Tempo, 600000
1, 199847, Tempo, 594059
1, 199852, Tempo, 588235
1, 199860, Tempo, 582524
1, 199867, Tempo, 576923
1, 199872, Tempo, 571429
1, 199880, Tempo, 566038
1, 199887, Tempo, 560748
1, 199892, Tempo, 555556
1, 199900, Tempo, 550459
1, 199905, Tempo, 545455
1, 199912, Tempo, 540541
1, 199920, Tempo, 535714
1, 199925, Tempo, 530973
1, 199932, Tempo, 526316
1, 199937, Tempo, 521739
1, 199945, Tempo, 517241
1, 199952, Tempo, 512821
1, 199957, Tempo, 508475
1, 199965, Tempo, 504202
1, 199972, Tempo, 500000
1, 199977, Tempo, 495868
1, 199985, Tempo, 491803
1, 199990, Tempo, 487805
1, 199997, Tempo, 483871
1, 200005, Tempo, 480000
1, 200010, Tempo, 476190
1, 200017, Tempo, 472441
1, 200025, Tempo, 468750
1, 200030, Tempo, 465116
1, 200037, Tempo, 461538
1, 200042, Tempo, 458015
1, 200050, Tempo, 454545
1, 200057, Tempo, 451128
1, 200062, Tempo, 447761
1, 200070, Tempo, 444444
1, 200075, Tempo, 441176
1, 200082, Tempo, 437956
1, 200090, Tempo, 434783
1, 200095, Tempo, 431655
1, 200102, Tempo, 428571
1, 200110, Tempo, 425532
1, 200115, Tempo, 422535
1, 200122, Tempo, 419580
1, 200127, Tempo, 416667
1, 200135, Tempo, 413793
1, 200142, Tempo, 410959
1, 200147, Tempo, 408163
1, 200155, Tempo, 405405
1, 200160, Tempo, 402685
1, 200162, Tempo, 392157
1, 206880, Tempo, 428571
1, 219360, Tempo, 428571
1, 219380, Tempo, 431655
1, 219400, Tempo, 434783
1, 219420, Tempo, 437956
1, 219440, Tempo, 441176
1, 219460, Tempo, 444444
1, 219480, Tempo, 447761
1, 219500, Tempo, 451128
1, 219520, Tempo, 454545
1, 219540, Tempo, 458015
1, 219560, Tempo, 461538
1, 219580, Tempo, 465116
1, 219600, Tempo, 468750
1, 219620, Tempo, 472441
1, 219640, Tempo, 476190
1, 219660, Tempo, 480000
1, 219680, Tempo, 483871
1, 219700, Tempo, 487805
1, 219720, Tempo, 491803
1, 219740, Tempo, 495868
1, 219760, Tempo, 500000
1, 219780, Tempo, 504202
1, 219800, Tempo, 508475
1, 219820, Tempo, 512821
1, 219840, Tempo, 517241
1, 219860, Tempo, 521739
1, 219880, Tempo, 526316
