0, 0, Header, 1, 6, 120
1, 0, Start_track
1, 0, Title_t, "untitled"
1, 0, SMPTE_offset, 96, 0, 3, 0, 0
1, 0, MIDI_port, 0
1, 0, System_exclusive, 0A, 41, 10, 42, 12, 40, 00, 7F, 00, 41, F7
1, 0, MIDI_port, 0
1, 0, System_exclusive, 0A, 41, 10, 42, 12, 40, 01, 30, 03, 0C, F7
1, 0, MIDI_port, 0
1, 0, Time_signature, 12, 4, 6, 8
1, 0, Key_signature, -4, "major"
1, 0, Tempo, 434783
1, 690, Tempo, 1200000
1, 720, Tempo, 447761
1, 2160, Tempo, 451128
1, 3240, Tempo, 476190
1, 3242, Tempo, 472441
1, 3318, Tempo, 508475
1, 3386, Tempo, 535714
1, 3438, Tempo, 606061
1, 3494, Tempo, 681818
1, 3544, Tempo, 810811
1, 3570, Tempo, 952381
1, 3602, Tempo, 545455
1, 3680, Tempo, 517241
1, 3756, Tempo, 491803
1, 3812, Tempo, 458015
1, 3870, Tempo, 428571
1, 4320, Tempo, 444444
1, 4500, Tempo, 458015
1, 4682, Tempo, 444444
1, 4862, Tempo, 465116
1, 4980, Tempo, 491803
1, 5040, Tempo, 428571
1, 5882, Tempo, 437956
1, 6002, Tempo, 447761
1, 6062, Tempo, 476190
1, 6122, Tempo, 517241
1, 6208, Tempo, 545455
1, 6300, Tempo, 571429
1, 6360, Tempo, 625000
1, 6422, Tempo, 714286
1, 6480, Key_signature, 4, "major"
1, 6480, Tempo, 652174
1, 6542, Tempo, 618557
1, 6602, Tempo, 571429
1, 6660, Tempo, 526316
1, 7108, Tempo, 512821
1, 7290, Tempo, 495868
1, 7440, Tempo, 476190
1, 7498, Tempo, 512821
1, 7562, Tempo, 528634
1, 7624, Tempo, 497925
1, 7682, Tempo, 481928
1, 7740, Tempo, 495868
1, 7802, Tempo, 568720
1, 7860, Tempo, 615385
1, 7894, Tempo, 693642
1, 7922, Tempo, 952381
1, 7947, Tempo, 727273
1, 7966, Tempo, 638298
1, 8024, Tempo, 582524
1, 8076, Tempo, 545455
1, 8118, Tempo, 530973
1, 8222, Tempo, 500000
1, 8372, Tempo, 468750
1, 8522, Tempo, 493827
1, 8580, Tempo, 526316
1, 8640, Key_signature, -4, "major"
1, 8642, Tempo, 483871
1, 9122, Tempo, 504202
1, 9182, Tempo, 566038
1, 9242, Tempo, 655738
1, 9302, Tempo, 789474
1, 9360, Tempo, 693642
1, 9392, Tempo, 606061
1, 9456, Tempo, 526316
1, 9534, Tempo, 560748
1, 9602, Tempo, 579710
1, 9960, Tempo, 697674
1, 10020, Tempo, 916031
1, 10052, Tempo, 727273
1, 10082, Tempo, 597015
1, 10320, Tempo, 705882
1, 10380, Tempo, 764331
1, 10442, Tempo, 638298
1, 10680, Tempo, 789474
1, 10740, Tempo, 875912
1, 10800, Tempo, 609137
1, 10860, Tempo, 697674
1, 10920, Tempo, 603015
1, 10984, Tempo, 638298
1, 11042, Tempo, 560748
1, 11100, Tempo, 600000
1, 11162, Tempo, 574163
1, 11220, Tempo, 606061
1, 11284, Tempo, 558140
1, 11340, Tempo, 576923
1, 11400, Tempo, 526316
1, 11460, Tempo, 550459
1, 11518, Tempo, 502092
1, 11582, Tempo, 489796
1, 11700, Tempo, 476190
1, 11820, Tempo, 459770
1, 11882, Tempo, 495868
1, 11942, Tempo, 571429
1, 12000, Tempo, 542986
1, 12062, Tempo, 662983
1, 12120, Tempo, 638298
1, 12180, Tempo, 731707
1, 12242, Tempo, 638298
1, 12294, Tempo, 582524
1, 12368, Tempo, 545455
1, 12450, Tempo, 508475
1, 12670, Tempo, 491803
1, 12764, Tempo, 526316
1, 12960, Tempo, 547945
1, 13142, Tempo, 535714
1, 13230, Tempo, 526316
1, 13382, Tempo, 517241
1, 13468, Tempo, 510638
1, 13470, Tempo, 512821
1, 13560, Tempo, 550459
1, 13622, Tempo, 689655
1, 13682, Tempo, 666667
1, 13742, Tempo, 634921
1, 13744, Tempo, 631579
1, 13804, Tempo, 591133
1, 13862, Tempo, 563380
1, 13864, Tempo, 560748
1, 13982, Tempo, 524017
1, 14042, Tempo, 481928
1, 14220, Tempo, 502092
1, 14280, Tempo, 603015
1, 14340, Tempo, 710059
1, 14402, Tempo, 648649
1, 14460, Tempo, 621762
1, 14522, Tempo, 576923
1, 14580, Tempo, 555556
1, 14642, Tempo, 535714
1, 14762, Tempo, 558140
1, 14882, Tempo, 648649
1, 14940, Tempo, 585366
1, 15000, Tempo, 545455
1, 15060, Tempo, 521739
1, 15120, Tempo, 491803
1, 15300, Tempo, 480000
1, 15602, Tempo, 515021
1, 15664, Tempo, 489796
1, 15720, Tempo, 510638
1, 15782, Tempo, 478088
1, 16380, Tempo, 508475
1, 16500, Tempo, 493827
1, 17822, Tempo, 524017
1, 17880, Tempo, 576923
1, 17940, Tempo, 681818
1, 18004, Tempo, 714286
1, 18030, Tempo, 628272
1, 18090, Tempo, 495868
1, 18180, Tempo, 478088
1, 18360, Tempo, 476190
1, 18462, Tempo, 478088
1, 18564, Tempo, 480000
1, 18572, Tempo, 491803
1, 18594, Tempo, 493827
1, 18616, Tempo, 495868
1, 18638, Tempo, 497925
1, 18660, Tempo, 500000
1, 18682, Tempo, 502092
1, 18704, Tempo, 504202
1, 18720, Tempo, 519481
1, 18754, Tempo, 521739
1, 18786, Tempo, 524017
1, 18820, Tempo, 526316
1, 18852, Tempo, 528634
1, 18886, Tempo, 530973
1, 18902, Tempo, 510638
1, 18938, Tempo, 512821
1, 18974, Tempo, 515021
1, 19010, Tempo, 517241
1, 19046, Tempo, 519481
1, 19078, Tempo, 524017
1, 19080, Tempo, 504202
1, 19104, Tempo, 506329
1, 19128, Tempo, 508475
1, 19152, Tempo, 510638
1, 19176, Tempo, 512821
